log_id,generated_regex
58,"(?P<month>\b\w+\b)\s+(?P<day>\d{1,2})\s+(?P<time>\d{2}:\d{2}:\d{2})\s+(?P<hostname>[^\s]+)\s+(?P<process>[^\[]+)\[(?P<pid>\d+)\]\:\s+Saw\s+change\s+in\s+network\s+reachability\s+\(isReachable=(?P<isReachable>\d+)\)"
59,(?<date>\d{2}\/\d{2}\/\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<log_level>\w+)\s+(?<class>[\w\.]+):\s+(?<message>.+?)
60,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>\bINFO\b)\s+\[(?<event_handler>AsyncDispatcher\s+event\shandler)\]\s+(?<class_name>org\.apache\.hadoop\.yarn\.util\.RackResolver):\s+Resolved\s+(?<hostname>[^ ]+)\sto\s+(?<rack_path>/[^ ]+)"
61,(?P<month>\b\w+\b)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>[^\s]+)\s+(?P<process>\S+)\[(?P<pid>\d+)\]\:\s+(?P<message>.*?)
62,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<message>.+?)
63,(?P<month>\w{3})\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>.*?)\s+sshd\[(?P<pid>\d+)\]:\s+Received\s+disconnect\s+from\s+(?P<ip_address>\d+\.\d+\.\d+\.\d+):\s+(?P<code>\d+):\s+(?P<message>.*?)\s+\[(?P<state>.*?)\]
64,"<(\d+)>\s+(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\s+(\d{2})\s+(\d{2}:\d{2}:\d{2})\s+([\w\-]+)\s+([\d\/]+)\s+([\d\/]+\s+\d{2}:\d{2}:\d{2}),(\d+),(\w+),(\w+),(\d+),([\d\/]+\s+\d{2}:\d{2}:\d{2}),,([\w\-]+),,,(\d+),(\d+),(\w+),(\w+),""([^""]*)"",(\d+),0x(\d+),(\d+),(\d+),(\d+),(\d+),,([\w\-]+),(\d+),(\d+),([\d\-T:.+]+)"
65,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+-\s+(?<level>\w+)\s+\[(?<thread_name>[^:]+):(?<thread_id>\d+):(?<class_name>[^\]]+)\]\s+-\s+(?<message>.+)"
66,"\s*(?<log_file>nova-api\.log\.\d+\.\d{4}-\d{2}-\d{2}_\d{2}:\d{2}:\d{2})\s+(?<timestamp>\d{4}-\d{2}-\d{2}\s+\d{2}:\d{2}:\d{2}\.\d{3})\s+(?<pid>\d+)\s+(?<log_level>INFO)\s+(?<module>nova\.osapi_compute\.wsgi\.server)\s+\[(?<request_id>req-\d{8}-\d{4}-\d{4}-\d{4}-\d{12})\s+(?<user_id>\d{32})\s+(?<project_id>\d{32})\s+(?<domain_id>-|[\d\w]+)\s+(?<user_domain_id>-|[\d\w]+)\s+(?<project_domain_id>-|[\d\w]+)\]\s+(?<client_ip>\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s+""(?<http_method>GET|POST|PUT|DELETE|HEAD)\s+(?<url>/v2/\d{32}/servers/detail)\s+HTTP/1\.1""\s+status:\s+(?<status_code>\d+)\s+len:\s+(?<response_length>\d+)\s+time:\s+(?<response_time>\d+\.\d+)"
67,(?<date>\d{2}/\d{2}/\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<log_level>[A-Z]+)\s+(?<source>Remoting:)\s+(?<message>Starting\s+remoting)
68,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
69,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<message>.+?)
70,\[Sun\s+Dec\s+04\s+04:51:14\s+2005\]\s+\[(?P<level>.*?)\]\s+(?P<function>.*?)\s+ok\s+(?P<file>.*?)
71,(?P<month>\S+)\s+(?P<day>\d+)\s+(?P<time>\d{2}:\d{2}:\d{2})\s+(?P<hostname>\S+)\s+(?P<service>\S+)\[(?P<pid>\d+)\]:\s+pam_unix\((?P<service_name>\S+):(?P<action>\S+)\):\s+authentication\s+failure;\s+logname=(?P<logname>\S*)\s+uid=(?P<uid>\d+)\s+euid=(?P<euid>\d+)\s+tty=(?P<tty>\S+)\s+ruser=(?P<ruser>\S*)\s+rhost=(?P<rhost>.*?)
72,(?P<month>\w{3})\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>[^\s]+)\s+(?P<process_name>[^\[]+)\[(?P<pid>\d+)\]\:\s+(?P<message>.*?)
73,(?P<timestamp>\d+)\s+(?P<node>node-\d+)\s+(?P<hw_type>unix\.hw)\s+(?P<event_type>state_change\.unavailable)\s+(?P<event_id>\d+)\s+(?P<component_number>\d+)\s+(?P<description>Component\s+State\s+Change:\s+Component\s+\x22(?P<scsi_wwid>[^\\x22]+)\x22\s+is\s+in\s+the\s+(?P<state>unavailable)\s+state\s+\(HWID=(?P<hwid>\d+)\))
74,(?P<month>\b\w+\b)\s+(?P<day>\d{2})\s+(?P<time>\d{2}:\d{2}:\d{2})\s+(?P<hostname>\S+)\s+(?P<log_level>\b\w+\b)\s+Event\s+(?P<event_id>\d+):\s+(?P<message>.*?)
75,"(?<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?<method>.*?)\s+(?<uri>.*?)\s+(?<protocol>HTTP\/[0-9\.]+)""\s+(?<status>\d+)\s+(?<size>\d+)\s+""(?<referrer>.*?)""\s+""(?<user_agent>.*?)"""
76,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='RuleName'>(?<RuleName>.*?)<\/Data><Data\s+Name='UtcTime'>(?<UtcTime>.*?)<\/Data><Data\s+Name='SourceProcessGUID'>(?<SourceProcessGUID>.*?)<\/Data><Data\s+Name='SourceProcessId'>(?<SourceProcessId>.*?)<\/Data><Data\s+Name='SourceThreadId'>(?<SourceThreadId>.*?)<\/Data><Data\s+Name='SourceImage'>(?<SourceImage>.*?)<\/Data><Data\s+Name='TargetProcessGUID'>(?<TargetProcessGUID>.*?)<\/Data><Data\s+Name='TargetProcessId'>(?<TargetProcessId>.*?)<\/Data><Data\s+Name='TargetImage'>(?<TargetImage>.*?)<\/Data><Data\s+Name='GrantedAccess'>(?<GrantedAccess>.*?)<\/Data><Data\s+Name='CallTrace'>(?<CallTrace>.*?)<\/Data><\/EventData><\/Event>
77,(?P<month>\b\w+\b)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>[^\s]+)\s+(?P<process>\S+)\[(?P<pid>\d+)\]\:\s+(?P<message>.*?)
78,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>[A-Z]+)\s+\[(?<thread_name>.*?)]\s+(?<class_name>.*?)\:\s+(?<message>.*?)"
79,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
80,(?P<month>\S+)\s+(?P<day>\d+)\s+(?P<time>\d{2}:\d{2}:\d{2})\s+(?P<hostname>\S+)\s+(?P<service>\S+)\[(?P<pid>\d+)\]\:\s+reverse\s+mapping\s+checking\s+getaddrinfo\s+for\s+(?P<domain>[^\s\[]+)\s+\[(?P<ip>\d+\.\d+\.\d+\.\d+)\]\s+failed\s+-\s+(?P<message>.+)
81,(?<date>\d{2}/\d{2}/\d{4})\s+(?<time>\d{2}:\d{2}:\d{2}\.\d{3})\s+(?<source>WatsonReport):\s+(?<message>Registering\s+setup\s+log\s+files\s+with\s+watson)
82,(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2}\.\d{3})\s+(?<timezone>\+\d{2}:\d{2})\s+Alarm:\sClient\sloaded\s(?<rdb_name>.*?);\stime\s(?<load_time>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2}\.)
83,(?P<month>\w{3})\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<service>\S+)\((?P<subservice>\S+)\)\[(?P<pid>\d+)\]:\s+authentication\s+failure;\s+logname=(?P<logname>\S*)\s+uid=(?P<uid>\d+)\s+euid=(?P<euid>\d+)\s+tty=(?P<tty>\S+)\s+ruser=(?P<ruser>\S*)\s+rhost=(?P<rhost>\S+)\s+user=(?P<user>\S+)
84,(?<date>\d{2}/\d{2}/\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<log_level>[A-Z]+)\s+(?<class>spark\.SecurityManager):\s+SecurityManager:\s+authentication\s+disabled;\s+ui\s+acls\s+disabled;\s+users\s+with\s+view\s+permissions:\s+Set\((?<view_users>.*?)\);\s+users\s+with\s+modify\s+permissions:\s+Set\((?<modify_users>.*?)\)
85,\[([\d\.]+?)\s+([\d:]+?)\]\s+(.*?)\s+-\s+(.*?)\s+open\s+through\s+proxy\s+\1\s+(.*?)$
86,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+Received\s+block\s+(?<block_id>blk_\d+)\s+of\s+size\s+(?<size>\d+)\s+from\s+\/(?<ip_address>\d+\.\d+\.\d+\.\d+)
87,(?<date>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<method>[^:]+):\s+(?<message>.+?)
88,(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}Z)\s+(?<server>server\d+)\s+(?<service>UserService)\s+\[(?<level>DEBUG)\]:\s+Operation\s+completed\s+for\s+user\s+(?<user_id>\d+)
89,<\d>\d\s+(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d+Z)\s+(?<hostname>\S+)\s+(?<app_name>\S+)\s+-\s+-\s+-\s+System=(?<system>\S+)\s+CreatedAt=(?<created_at>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}Z)\s+Summary=(?<summary>.*?)\s+Severity=(?<severity>\d+)\s+Content=(?<content>.*?)\s+Asset\s+(?<asset_id>\d+)\s+\((?<asset_ip>\d+\.\d+\.\d+\.\d+)\)\s+executed\s+DCOMExec\s+script\s+to\s+Asset\s+(?<dst_asset_id>\d+)\s+\((?<dst_asset_ip>\d+\.\d+\.\d+\.\d+)\)\.\s+The\s+script\s+carried\s+out\s+the\s+following\s+action\s+(?<action>.*?)\s+as\s+a\s+result\s+of\s+the\s+execution\.\s+The\s+execution\s+of\s+DCOMExec\s+script\s+could\s+indicate\s+possible\s+usage\s+of\s+the\s+Impacket\s+framework\s+that\s+provides\s+the\s+capability\s+to\s+use\s+the\s+script\s+in\s+order\s+to\s+execute\s+commands\s+on\s+a\s+remote\s+Windows\s+system\s+via\s+Distributed\s+Component\s+Object\s+Model\s+\(DCOM\)\.\s+The\s+output\s+of\s+the\s+python\s+script\s+is\s+the\s+following\s+file\s+(?<output_file>.*?)\s+Asset_IP=\s*(?<asset_ip_2>\d+\.\d+\.\d+\.\d+)?\s+Asset_Hostname=\s*(?<asset_hostname>\S+)?\s+Dst_Asset_IP=(?<dst_asset_ip_2>\d+\.\d+\.\d+\.\d+)\s+Dst_Asset_Hostname=(?<dst_asset_hostname>\S+)\s+Dst_Asset_MAC=(?<dst_asset_mac>\S+)\s+Dst_Asset_Domain=(?<dst_asset_domain>\S+)?\s+Src_Asset_IP=(?<src_asset_ip>\d+\.\d+\.\d+\.\d+)\s+Src_Asset_Hostname=(?<src_asset_hostname>\S+)?\s+Src_Asset_MAC=(?<src_asset_mac>\S+)?\s+Src_Asset_Domain=(?<src_asset_domain>\S+)?\s+ID=(?<id>\d+)\s+Asset_Domain=(?<asset_domain>\S+)?\s+Asset_ID=(?<asset_id_2>\d+)?\s+Asset_MAC=(?<asset_mac>\S+)?\s+Detection_Quad=(?<detection_quad>\S+)\s+DetectorId=(?<detector_id>\S+)\s+Dst_Asset_ID=(?<dst_asset_id_2>\d+)\s+MatchedRuleId=(?<matched_rule_id>\d+)\s+OccurredAt=(?<occurred_at>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}Z)\s+OriginalSeverity=(?<original_severity>\d+)\s+Reviewed=(?<reviewed>\S+)\s+Src_Asset_ID=(?<src_asset_id_2>\d+)\s+Type=(?<type>\S+)
90,"(?<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?<month>[A-Za-z]{3})\s+(?<day>\d{2})\s+(?<year>\d{4}),\s+(?<time>\d{2}:\d{2}:\d{2})\]\s+""(?<method>[A-Z]+)\s+(?<path>.*?)\s+(?<protocol>HTTP/\d\.\d)""\s+(?<status>\d{3})\s+(?<size>\d+)\s+""(?<referrer>.*?)""\s+""(?<user_agent>.*?)"""
91,<\d+>\s+(?<month>\w+)\s+(?<day>\d+)\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<ip>\d+\.\d+\.\d+\.\d+)\s+CEF:(?<cef_version>\d+)\|(?:\<(?<vendor>[^|]+)\|)?(?:\<(?<product>[^|]+)\|)?(?:\<(?<version>[^|]+)\|)?(?<event_id>\d+)\|(?<name>[^|]+)\|(?<severity>\d+)\|(?<extension>(?:\s*(?<field_name>[^=]+)=(?<field_value>[^\\s]+)(?:\s+|$))+)
92,"(?P<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?P<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?P<method>PUT|GET|POST|DELETE)\s+(?P<uri>\/[^\s]+)\s+(?P<protocol>HTTP\/\d\.\d)""\s+(?P<status>\d{3})\s+(?P<size>\d+)\s+""(?P<referrer>https?:\/\/[^\s]+)""\s+""(?P<user_agent>[^""]+)"""
93,(?P<month>\w{3})\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<service>\S+)\((?P<subservice>\S+)\)\[(?P<pid>\d+)\]:\s+authentication\s+failure;\s+logname=(?P<logname>.*?)\s+uid=(?P<uid>\d+)\s+euid=(?P<euid>\d+)\s+tty=(?P<tty>.*?)\s+ruser=(?P<ruser>.*?)\s+rhost=(?P<rhost>.*?)\s+user=(?P<user>.*?)
94,\s*(?<date>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<method>[^:]+):\s+(?<message>.+?\s+blockMap\s+updated:\s+(?<ip>\d+\.\d+\.\d+\.\d+):(?<port>\d+)\s+is\s+added\s+to\s+(?<block_id>blk_\d+)\s+size\s+(?<size>\d+))
95,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<message>Receiving\s+block\s+(?<block_id>blk_\d+)\s+src:\s+(?<src_ip>[^:]+):(?<src_port>\d+)\s+dest:\s+(?<dest_ip>[^:]+):(?<dest_port>\d+))
96,"\[([0-9]{2}\.[0-9]{2}\s+[0-9]{2}:[0-9]{2}:[0-9]{2})\]\s+(.*?)\s+-\s+([\w\.]+):(\d+)\s+(.*?)\,\s+(\d+)\s+bytes\s+\((.*?)\)\s+sent\,\s+(\d+)\s+bytes\s+\((.*?)\)\s+received\,\s+lifetime\s+([0-9]{2}:[0-9]{2})"
97,"\[([\d\.]+)\s+(\d{2}:\d{2}:\d{2})\]\s+(.*?)\s+-\s+(.*?)\s+close,\s+(.*?)\s+bytes\s+\((.*?)\s+KB\)\s+sent,\s+(.*?)\s+bytes\s+\((.*?)\s+KB\)\s+received,\s+lifetime\s+(\d{2}:\d{2})"
98,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
99,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>\w+)\s+\[(?<thread_name>.*?)]\s+(?<class_name>.*?):\s+(?<message>.*?)"
100,"_from_ip=""\s*(?<from_ip>.*?)""\s+_to_ip=""\s*(?<to_ip>.*?)""\s+bpf_filter=""\s*(?<bpf_filter>.*?)""\s+direction_is_known=\s*(?<direction_is_known>.*?)\s+first_activity_time=""\s*(?<first_activity_time>.*?)""\s+from=""\s*(?<from>.*?)""\s+from_port=""\s*(?<from_port>.*?)""\s+from_zone=""\s*(?<from_zone>.*?)""\s+id=""\s*(?<id>.*?)""\s+is_broadcast=\s*(?<is_broadcast>.*?)\s+is_from_public=\s*(?<is_from_public>.*?)\s+is_to_public=\s*(?<is_to_public>.*?)\s+key=""\s*(?<key>.*?)""\s+last_activity_time=""\s*(?<last_activity_time>.*?)""\s+protocol=""\s*(?<protocol>.*?)""\s+status=""\s*(?<status>.*?)""\s+throughput_speed=\s*(?<throughput_speed>.*?)\s+to=""\s*(?<to>.*?)""\s+to_port=""\s*(?<to_port>.*?)""\s+to_zone=""\s*(?<to_zone>.*?)""\s+transferred\.avg_packet_bytes=\s*(?<avg_packet_bytes>.*?)\s+transferred\.biggest_packet_bytes=""\s*(?<biggest_packet_bytes>.*?)""\s+transferred\.bytes=""\s*(?<bytes>.*?)""\s+transferred\.last_15m_bytes=""\s*(?<last_15m_bytes>.*?)""\s+transferred\.last_30m_bytes=""\s*(?<last_30m_bytes>.*?)""\s+transferred\.last_5m_bytes=""\s*(?<last_5m_bytes>.*?)""\s+transferred\.packets=""\s*(?<packets>.*?)""\s+transferred\.smallest_packet_bytes=""\s*(?<smallest_packet_bytes>.*?)""\s+transport_protocol=""\s*(?<transport_protocol>.*?)""\s+vlan_id=\s*(?<vlan_id>.*?)"
