Package,Logtype,Documentation_URL
websphere_application_server,websphere_application_server,https://github.com/elastic/integrations/tree/main/packages/websphere_application_server
windows,windows,https://github.com/elastic/integrations/tree/main/packages/windows
windows_etw,windows_etw,https://github.com/elastic/integrations/tree/main/packages/windows_etw
winlog,winlog,https://github.com/elastic/integrations/tree/main/packages/winlog
wiz,wiz,https://github.com/elastic/integrations/tree/main/packages/wiz
zeek,zeek,https://github.com/elastic/integrations/tree/main/packages/zeek
zerofox,zerofox,https://github.com/elastic/integrations/tree/main/packages/zerofox
zeronetworks,zeronetworks,https://github.com/elastic/integrations/tree/main/packages/zeronetworks
zookeeper,zookeeper,https://github.com/elastic/integrations/tree/main/packages/zookeeper
zoom,zoom,https://github.com/elastic/integrations/tree/main/packages/zoom
zscaler_zia,zscaler_zia,https://github.com/elastic/integrations/tree/main/packages/zscaler_zia
zscaler_zpa,zscaler_zpa,https://github.com/elastic/integrations/tree/main/packages/zscaler_zpa
