log_id,generated_regex
61,(?P<month>\S+)\s+(?P<day>\d+)\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<process>\S+)\[(?P<pid>\d+)\]\:\s+(?P<message>.+?)
62,(?P<month>\d{2})(?P<day>\d{2})(?P<hour>\d{2})(?P<minute>\d{2})(?P<second>\d{2})\s+(?P<level>[A-Z]+)\s+(?P<class>[^:]+):\s+(?P<message>.+)
63,Dec\s+\d{2}\s+\d{2}:\d{2}:\d{2}\s+(?<hostname>\S+)\s+(?<process>\S+)\[(?<pid>\d+)\]:\s+Received\s+disconnect\s+from\s+(?<ip>\d+\.\d+\.\d+\.\d+):\s+(?<code>\d+):\s+(?<message>.*?)(?:\s+\[(?<state>\w+)\])?
64,"<(\d+)>\s+(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\s+(\d{2})\s+(\d{2}:\d{2}:\d{2})\s+(.*?)\s+(\d{4}/\d{2}/\d{2}\s+\d{2}:\d{2}:\d{2}),(\d+),(.*?),(\d+),(\d{4}/\d{2}/\d{2}\s+\d{2}:\d{2}:\d{2}),,(.*?),,(.*?),(\d+),(\d+),(\w+),(\w+),""(.+?)"",(\d+),0x(\d+),(\d+),(\d+),(\d+),(\d+),,(.*?),(\d+),(\d+),(\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{4})"
65,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s-\s(?<severity>[A-Z]+)\s\[(?<thread_name>[^:]+):(?<thread_id>\d+):(?<class_name>[^\]]+)\]\s-\s(?<message>.+)"
66,"nova-api\.log\.1\.\d{4}-\d{2}-\d{2}_\d{2}:\d{2}:\d{2}\s+\d{4}-\d{2}-\d{2}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+(?<pid>\d+)\s+(?<log_level>\w+)\s+(?<module>[^\s]+)\s+\[(?<request_id>req-\w+-\w+-\w+-\w+-\w+)\s+(?<user_id>\w+-\w+-\w+-\w+-\w+)\s+(?<project_id>\w+-\w+-\w+-\w+-\w+)\s+(?<domain_id>\S+)\s+(?<user_domain_id>\S+)\s+(?<project_domain_id>\S+)\]\s+(?<ip>\d+\.\d+\.\d+\.\d+)\s+""(?<http_method>\w+)\s+(?<url>[^""]+)\s+HTTP/\d\.\d""\s+status:\s+(?<status>\d+)\s+len:\s+(?<length>\d+)\s+time:\s+(?<time>\d+\.\d+)"
67,(?P<date>\d{2}\/\d{2}\/\d{2})\s+(?P<time>\d{2}:\d{2}:\d{2})\s+(?P<log_level>[A-Z]+)\s+(?P<source>[\w:]+)\s+(?P<message>.+?)
68,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
69,(?P<timestamp>\d{6})\s+(?P<time>\d{6})\s+(?P<pid>\d+)\s+(?P<level>[A-Z]+)\s+(?P<class>[^:]+):\s+(?P<message>.+)
70,\[(?P<timestamp>Sun\sDec\s04\s04:51:14\s2005)\]\s+\[(?P<severity>notice)\]\s+(?P<message>workerEnv\.init\(\)\s+ok)\s+(?P<path>/etc\/httpd\/conf\/workers2\.properties)
71,Dec\s+\d{2}\s+\d{2}:\d{2}:\d{2}\s+(?<hostname>\S+)\s+sshd\[(?<pid>\d+)\]:\s+pam_unix\(sshd:(?<service>\w+)\):\s+authentication\s+failure;\s+logname=(?<logname>\S*)\s+uid=(?<uid>\d+)\s+euid=(?<euid>\d+)\s+tty=(?<tty>\S+)\s+ruser=(?<ruser>\S*)\s+rhost=(?<rhost>[^\\s]+)
72,Mar\s+\d{2}\s+\d{2}:\d{2}:\d{2}\s+(?<hostname>\S+)\s+(?<process>\S+)\[(?<pid>\d+)\]\:\s+(?<message>.+?)
73,(?P<log_id>\d+)\s+(?P<node>[\w-]+)\s+(?P<source>[\w.]+)\s+(?P<event>[\w.]+)\s+(?P<timestamp>\d+)\s+(?P<component_id>\d+)\s+Component\s+State\s+Change:\s+Component\s+\x22(?P<component_name>[^\\x22]+)\x22\s+is\s+in\s+the\s+(?P<state>[\w-]+)\s+state\s+\(HWID=(?P<hwid>\d+)\)
74,(?P<month>\S+)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<severity>\S+)\s+Event\s+(?P<event_id>\d+):\s+(?P<message>.*?)
75,"(?P<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?P<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?P<method>PUT)\s+(?P<url>/login)\s+(?P<protocol>HTTP/1\.1)""\s+(?P<status_code>\d+)\s+(?P<response_size>\d+)\s+""(?P<referrer>https:\/\/www\.google\.com)""\s+""(?P<user_agent>Mozilla\/5\.0\s+\(Macintosh;\s+Intel\s+Mac\s+OS\s+X\s+10_15_7\)\s+AppleWebKit\/605\.1\.15\s+\(KHTML,\s+like\s+Gecko\)\s+Version\/14\.1\.1\s+Safari\/605\.1\.15)"""
76,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='RuleName'>(?<RuleName>.*?)<\/Data><Data\s+Name='UtcTime'>(?<UtcTime>.*?)<\/Data><Data\s+Name='SourceProcessGUID'>(?<SourceProcessGUID>.*?)<\/Data><Data\s+Name='SourceProcessId'>(?<SourceProcessId>.*?)<\/Data><Data\s+Name='SourceThreadId'>(?<SourceThreadId>.*?)<\/Data><Data\s+Name='SourceImage'>(?<SourceImage>.*?)<\/Data><Data\s+Name='TargetProcessGUID'>(?<TargetProcessGUID>.*?)<\/Data><Data\s+Name='TargetProcessId'>(?<TargetProcessId>.*?)<\/Data><Data\s+Name='TargetImage'>(?<TargetImage>.*?)<\/Data><Data\s+Name='GrantedAccess'>(?<GrantedAccess>.*?)<\/Data><Data\s+Name='CallTrace'>(?<CallTrace>.*?)<\/Data><\/EventData><\/Event>
77,(?P<month>\S+)\s+(?P<day>\d{2})\s+(?P<hour>\d{2}):(?P<minute>\d{2}):(?P<second>\d{2})\s+(?P<hostname>\S+)\s+(?P<process>\S+)\[(?P<pid>\d+)\]\:\s+(?P<message>.*?)
78,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>[A-Z]+)\s+\[(?<thread_name>.*?)\]\s+(?<class_name>.*?):\s+(?<message>.*?)"
79,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
80,Dec\s+\d{2}\s+\d{2}:\d{2}:\d{2}\s+(?<hostname>\S+)\s+(?<process>\S+)\[(?<pid>\d+)\]\:\s+reverse\s+mapping\s+checking\s+getaddrinfo\s+for\s+(?<hostname_or_ip>[^\s\[\]]+)\s+\[(?<ip>\d+\.\d+\.\d+\.\d+)\]\s+failed\s+-\s+(?<message>.+?)
81,(?<month>\d{2})/(?<day>\d{2})/(?<year>\d{4})\s+(?<hour>\d{2}):(?<minute>\d{2}):(?<second>\d{2}\.\d{3})\s+(?<source>[^:]+):\s+(?<message>.+)
82,(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2}\.\d{3})\s+\+\d{2}:\d{2}\s+Alarm:\s+(?<message>Client\sloaded\s_Categor\sRDB);\stime\s(?<time>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2})
83,\s*(?<month>\w{3})\s+(?<day>\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<hostname>\S+)\s+(?<service>\S+)\((?<subservice>\S+)\)\[(?<pid>\d+)\]\:\s+authentication\s+failure\;\s+logname=(?<logname>\S*)\s+uid=(?<uid>\d+)\s+euid=(?<euid>\d+)\s+tty=(?<tty>\S+)\s+ruser=(?<ruser>\S*)\s+rhost=(?<rhost>\S+)\s+user=(?<user>\S+)
84,(?<date>\d{2}\/\d{2}\/\d{2})\s+(?<time>\d{2}:\d{2}:\d{2})\s+(?<log_level>[A-Z]+)\s+(?<class_name>[^:]+):\s+SecurityManager:\s+authentication\s+disabled;\s+ui\s+acls\s+disabled;\s+users\s+with\s+view\s+permissions:\s+Set\((?<view_users>[^)]+)\);\s+users\s+with\s+modify\s+permissions:\s+Set\((?<modify_users>[^)]+)\)
85,"\[\s*(?<timestamp>\d{1,3}\.\d{1,2}\s+\d{1,2}:\d{1,2}:\d{1,2})\s*\]\s*(?<process>.*?\s*\.exe)\s*-\s*(?<proxy_host>.*?):(?<proxy_port>\d{1,5})\s*open\s*through\s*proxy\s*\k<proxy_host>:(?=\k<proxy_port>)\s*(?<protocol>.*?)$"
86,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+Received\s+block\s+(?<block_id>blk_\d+)\s+of\s+size\s+(?<size>\d+)\s+from\s+(?<ip_address>/\d+\.\d+\.\d+\.\d+)
87,(?P<month>\d{2})(?P<day>\d{2})(?P<hour>\d{2})(?P<minute>\d{2})(?P<second>\d{2})\s+(?P<timestamp>\d{6})\s+(?P<log_level>[A-Z]+)\s+(?P<class>[^:]+):\s+(?P<message>[^:]+):\s+(?P<action>[^:]+):\s+(?P<ip>\d+\.\d+\.\d+\.\d+):(?P<port>\d+)\s+is\s+added\s+to\s+(?P<block_id>blk_\d+)\s+size\s+(?P<size>\d+)
88,(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}Z)\s+(?<host>server\d+)\s+(?<app>UserService)\s+\[(?<loglevel>[^\]]+)\]:\s+Operation\s+completed\s+for\s+user\s+(?<userid>\d+)
89,"<\d>\d\s+\K(?<timestamp>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d+Z)\s+(?<hostname>\S+)\s+(?<application>\S+)\s+-\s+-\s+-\s+\{.*?""system""\s*:\s*""(?<system>.*?)""\s*,\s*""(?<createdAt>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{Z})""\s*,\s*""(?<summary>.*?)""\s*,\s*""(?<severity>\d)""\s*,\s*""(?<content>.*?)""\s*,\s*""(?<asset_ip>.*?)""\s*,\s*""(?<asset_hostname>.*?)""\s*,\s*""(?<dst_asset_ip>.*?)""\s*,\s*""(?<dst_asset_hostname>.*?)""\s*,\s*""(?<dst_asset_mac>.*?)""\s*,\s*""(?<dst_asset_domain>.*?)""\s*,\s*""(?<src_asset_ip>.*?)""\s*,\s*""(?<src_asset_hostname>.*?)""\s*,\s*""(?<src_asset_mac>.*?)""\s*,\s*""(?<src_asset_domain>.*?)""\s*,\s*""(?<id>\d+)""\s*,\s*""(?<asset_domain>.*?)""\s*,\s*""(?<asset_id>.*?)""\s*,\s*""(?<asset_mac>.*?)""\s*,\s*""(?<detection_quad>.*?)""\s*,\s*""(?<detectorId>[^""]+)""\s*,\s*""(?<dst_asset_id>\d+)""\s*,\s*""(?<matchedRuleId>\d+)""\s*,\s*""(?<occurredAt>\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}Z)""\s*,\s*""(?<originalSeverity>\d)""\s*,\s*""(?<reviewed>\w+)""\s*,\s*""(?<src_asset_id>\d+)""\s*,\s*""(?<type>.*?)""\s*\}"
90,"(?P<ip>.*?)\s+-\s+-\s+\[(?P<date>[^\]]*?)\]\s+""(?P<method>.*?)\s+(?P<url>.*?)\s+(?P<protocol>.*?)""\s+(?P<status>\d+)\s+(?P<size>\d+)\s+""(?P<referrer>.*?)""\s+""(?P<user_agent>.*?)"""
91,<(\d+)>\s+(\w+\s+\d+\s+\d{2}:\d{2}:\d{2})\s+(\d+\.\d+\.\d+\.\d+)\s+CEF:(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\|(.*?)\s+externalId=(.*?)\s+cs6Label=(.*?)\s+cs6=(.*?)\s+cf1Label=(.*?)\s+cf1=(.*?)\s+duser=(.*?)\s+dpt=(.*?)\s+dst=(.*?)\s+suser=(.*?)\s+src=(.*?)\s+proto=(.*?)\s+cat=(.*?)
92,"(?P<ip>\d+\.\d+\.\d+\.\d+)\s+-\s+-\s+\[(?P<date>[A-Za-z]{3}\s+\d{2}\s+\d{4},\s+\d{2}:\d{2}:\d{2})\]\s+""(?P<method>PUT)\s+(?P<url>/api/users)\s+(?P<protocol>HTTP/1\.1)""\s+(?P<status_code>\d+)\s+(?P<response_size>\d+)\s+""(?P<referrer>https:\/\/www\.example\.com)""\s+""(?P<user_agent>Mozilla\/5\.0\s+\(Macintosh;\s+Intel\s+Mac\s+OS\s+X\s+10_15_7\)\s+AppleWebKit\/605\.1\.15\s+\(KHTML,\s+like\s+Gecko\)\s+Version\/14\.1\.1\s+Safari\/605\.1\.15)"""
93,Aug\s+15\s+00:04:21\s+combo\s+sshd\(pam_unix\)\[20897\]:\s+authentication\s+failure;\s+logname=(.*?)\s+uid=(.*?)\s+euid=(.*?)\s+tty=(.*?)\s+ruser=(.*?)\s+rhost=(.*?)\s+user=(.*?)
94,(?<timestamp>\d{6})\s+(?<time>\d{6})\s+(?<pid>\d+)\s+(?<level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<method>[^:]+):\s+(?<message>.+?)
95,(?<timestamp>\d{6})\s+(?<milliseconds>\d{6})\s+(?<pid>\d+)\s+(?<log_level>[A-Z]+)\s+(?<class>[^:]+):\s+(?<message>Receiving\s+block\s+(?<block_id>blk_\d+)\s+src:\s+(?<source_ip>\/[^\s:]+):(?<source_port>\d+)\s+dest:\s+(?<destination_ip>\/[^\s:]+):(?<destination_port>\d+))
96,"\[.*?\s(.*?)\]\s(.*?)\s-\s(.*?)\s(.*?)\s(.*?)\sbytes\s\((.*?)\)\ssent,\s(.*?)\sbytes\s\((.*?)\)\sreceived,\slifetime\s(.*?)$"
97,"\[\s*(?<timestamp>\d{2}\.\d{2}\s+\d{2}:\d{2}:\d{2})\s*\]\s*(?<process>.*?.exe)\s+-\s*(?<destination>.*?:\d{2,5})\s+(?<action>.*?)\,\s*(?<bytes_sent>\d+)\s+bytes\s+\(\d+\.\d{2}\s+KB\)\s+sent\,\s*(?<bytes_received>\d+)\s+bytes\s+\(\d+\.\d{2}\s+KB\)\s+received\,\s*lifetime\s+(?<lifetime>\d{2}:\d{2})"
98,<Event\s+xmlns='http:\/\/schemas\.microsoft\.com\/win\/2004\/08\/events\/event'><System><Provider\s+Name='(?<ProviderName>.*?)'\s+Guid='(?<ProviderGuid>.*?)'\/><EventID>(?<EventID>.*?)<\/EventID><Version>(?<Version>.*?)<\/Version><Level>(?<Level>.*?)<\/Level><Task>(?<Task>.*?)<\/Task><Opcode>(?<Opcode>.*?)<\/Opcode><Keywords>(?<Keywords>.*?)<\/Keywords><TimeCreated\s+SystemTime='(?<SystemTime>.*?)'\/><EventRecordID>(?<EventRecordID>.*?)<\/EventRecordID><Correlation\s+ActivityID='(?<ActivityID>.*?)'\/><Execution\s+ProcessID='(?<ProcessID>.*?)'\s+ThreadID='(?<ThreadID>.*?)'\/><Channel>(?<Channel>.*?)<\/Channel><Computer>(?<Computer>.*?)<\/Computer><Security\s+UserID='(?<UserID>.*?)'\/><\/System><EventData><Data\s+Name='LogString'>(?<LogString>.*?)<\/Data><\/EventData><\/Event>
99,"(?<timestamp>\d{4}-\d{2}-\d{2}\s\d{2}:\d{2}:\d{2},\d{3})\s+(?<log_level>[A-Z]+)\s+\[(?<thread_name>.*?)\]\s+(?<class_name>.*?):\s+(?<message>.*?)"
100,"_from_ip=""(?<from_ip>.*?)""\s+_to_ip=""(?<to_ip>.*?)""\s+bpf_filter=""(?<bpf_filter>.*?)""\s+direction_is_known=(?<direction_is_known>.*?)\s+first_activity_time=""(?<first_activity_time>.*?)""\s+from=""(?<from>.*?)""\s+from_port=""(?<from_port>.*?)""\s+from_zone=""(?<from_zone>.*?)""\s+id=""(?<id>.*?)""\s+is_broadcast=(?<is_broadcast>.*?)\s+is_from_public=(?<is_from_public>.*?)\s+is_to_public=(?<is_to_public>.*?)\s+key=""(?<key>.*?)""\s+last_activity_time=""(?<last_activity_time>.*?)""\s+protocol=""(?<protocol>.*?)""\s+status=""(?<status>.*?)""\s+throughput_speed=(?<throughput_speed>.*?)\s+to=""(?<to>.*?)""\s+to_port=""(?<to_port>.*?)""\s+to_zone=""(?<to_zone>.*?)""\s+transferred\.avg_packet_bytes=(?<transferred_avg_packet_bytes>.*?)\s+transferred\.biggest_packet_bytes=""(?<transferred_biggest_packet_bytes>.*?)""\s+transferred\.bytes=""(?<transferred_bytes>.*?)""\s+transferred\.last_15m_bytes=""(?<transferred_last_15m_bytes>.*?)""\s+transferred\.last_30m_bytes=""(?<transferred_last_30m_bytes>.*?)""\s+transferred\.last_5m_bytes=""(?<transferred_last_5m_bytes>.*?)""\s+transferred\.packets=""(?<transferred_packets>.*?)""\s+transferred\.smallest_packet_bytes=""(?<transferred_smallest_packet_bytes>.*?)""\s+transport_protocol=""(?<transport_protocol>.*?)""\s+vlan_id=(?<vlan_id>.*?)"
